"cast_id","gender","id","name","order","movie_id","title","genres","budget","revenue","vote_count","vote_average","popularity","runtime","release_date","genre_order"
"1","Male","2224","Christian Slater",0,20927,"Bed of Roses","Drama",0,19030691,27,5.1,10.412194,87,1996-01-26,1
"1","Male","8872","Rick Moranis",0,36929,"Big Bully","Comedy",1.5e+07,2042530,16,3.9,2.936443,90,1996-01-26,1
"1","Male","27811","Peter Weller",0,9102,"Screamers","Fiction",2e+07,5781885,154,6.1,12.758848,108,1995-09-08,1
"1","Male","514","Jack Nicholson",0,27526,"The Crossing Guard","Drama",0,0,74,6.1,5.756462,111,1995-11-15,1
"1","Female","3416","Demi Moore",0,9623,"The Juror","Drama",4.4e+07,0,91,5.5,6.010579,118,1996-02-02,1
"3","Male","1271","Andy García",0,400,"Things to Do in Denver When You're Dead","Crime",8e+06,529766,87,6.7,4.486179,116,1995-12-01,1
"11","Female","13506","Willeke van Ammelrooy",0,880,"Antonia's Line","Comedy",9e+05,0,26,7.2,2.030174,102,1995-09-12,1
"2","Male","19739","Al Freeman Jr.",0,146599,"Once Upon a Time... When We Were Colored","Drama",0,0,2,4.5,0.252287,115,1996-01-26,1
"1","Male","40900","Mark Rylance",0,8447,"Angels and Insects","Drama",0,0,17,6.3,2.15166,118,1995-09-10,1
"1","Male","1229","Jeff Bridges",0,10534,"White Squall","Action",3.8e+07,10300000,86,6.3,9.568604,129,1996-02-02,1
"2","Male","1206","Jason Alexander",0,17414,"Dunston Checks In","Adventure",1.6e+07,0,59,5.1,4.814825,88,1996-01-12,1
"1","Male","58198","Chris Farley",0,13997,"Black Sheep","Comedy",0,32,124,6,8.963037,87,1996-02-01,1
"11","Male","85","Johnny Depp",0,2086,"Nick of Time","Crime",8169363,8175346,190,6.1,6.848591,90,1995-11-22,1
"3","Male","12261","Jason Patric",0,61548,"The Journey of August King","Drama",0,0,3,6.7,0.411424,91,1995-09-14,1
"1","Female","1204","Julia Roberts",0,9095,"Mary Reilly","Drama",4.7e+07,12379402,77,5.7,12.866139,104,1996-02-23,1
"12","Male","776","Eddie Murphy",0,12158,"Vampire in Brooklyn","Comedy",1.4e+07,19800000,113,4.5,9.071127,100,1995-10-26,1
"10","Male","2876","Matt Dillon",0,9283,"Beautiful Girls","Comedy",0,0,103,6.6,4.670562,112,1996-02-09,1
"1","Male","8891","John Travolta",0,9208,"Broken Arrow","Action",5e+07,150270147,459,5.7,14.957626,108,1996-02-09,1
"3","Male","29859","Richard Briers",0,40154,"A Midwinter's Tale","Comedy",0,0,6,7.5,0.513391,99,1995-12-01,1
"2","Male","1925","Vincent Cassel",0,406,"La Haine","Drama",3e+06,0,695,7.9,12.108196,98,1995-05-31,1
"1","Female","41381","Sadie Frost",0,45549,"Shopping","Action",0,0,13,5.6,2.657647,105,1994-12-06,1
"2","Male","92561","Nick Broomfield",0,63076,"Heidi Fleiss: Hollywood Madam","Documentary",0,0,4,6.8,0.638211,106,1995-12-27,1
"1","Male","1158","Al Pacino",0,11062,"City Hall","Drama",0,0,67,6,4.807223,111,1996-02-16,1
"1","Male","36422","Luke Wilson",0,13685,"Bottle Rocket","Comedy",7e+06,560069,285,6.8,6.904831,91,1996-02-21,1
"1","Female","14","Ellen DeGeneres",0,47475,"Mr. Wrong","Comedy",0,0,16,3.3,3.329264,96,1996-02-16,1
"9","Male","11477","Ray Liotta",0,2045,"Unforgettable","Drama",1.8e+07,0,22,5.3,2.464425,106,1996-02-23,1
"11","Male","19292","Adam Sandler",0,9614,"Happy Gilmore","Comedy",1.2e+07,41205099,767,6.5,9.592265,92,1996-02-16,1
"10","Female","5064","Meryl Streep",0,688,"The Bridges of Madison County","Drama",2.4e+07,182016617,397,7.3,5.951077,135,1995-05-28,1
"1","Female","22686","Maria Schrader",0,11907,"Nobody Loves Me","Comedy",0,0,5,5.1,1.015068,104,1994-11-07,1
"1","Male","13472","Tim Curry",0,10874,"Muppet Treasure Island","Action",0,34327391,93,6.5,6.902423,100,1996-02-16,1
"1","Male","10361","Raymond J. Barry",0,96357,"Headless Body in Topless Bar","Crime",0,0,0,0,0.001346,110,1995-05-20,1
"5","Male","2461","Mel Gibson",0,197,"Braveheart","Action",7.2e+07,2.1e+08,3404,7.7,20.755149,177,1995-05-24,1
"5","Male","380","Robert De Niro",0,103,"Taxi Driver","Crime",1300000,28262574,2632,8.1,14.092713,114,1976-02-07,1
"1","Male","18897","Jackie Chan",0,33542,"Rumble in the Bronx","Action",7500000,32392047,245,6.5,12.314278,91,1995-01-30,1
"1","Female","5064","Meryl Streep",0,43566,"Before and After","Drama",3.5e+07,0,37,5.8,2.938293,108,1996-02-23,1
"2","Female","1283","Helena Bonham Carter",0,71754,"Margaret's Museum","Drama",0,0,2,7.5,0.372697,114,1995-09-13,1
"1","Male","12270","Michel Serrault",0,43612,"Happiness Is in the Field","Comedy",13365000,0,23,7,1.254885,106,1995-01-31,1
"2","Female","520","Sarah Jessica Parker",0,10324,"If Lucy Fell","Comedy",0,0,11,5.4,2.891918,92,1996-03-08,1
"1","Male","1271","Andy García",0,78406,"Steal Big Steal Little","Comedy",2.5e+07,6278139,7,5.1,1.522412,113,1995-09-29,1
"3","Female","4587","Halle Berry",0,55731,"Race the Sun","Action",0,0,21,5.2,1.317878,100,1996-03-22,1
"2","Male","15319","Henry Czerny",0,32119,"The Boys of St. Vincent","Drama",0,0,7,7,0.86539,90,1992-12-06,1
"1","Male","776","Eddie Murphy",0,11066,"Boomerang","Comedy",4e+07,70100000,139,5.4,6.506983,117,1992-06-30,1
"11","Female","56830","Brigitte Lin",0,11104,"Chungking Express","Comedy",0,0,249,7.9,6.778979,102,1994-07-14,1
"1","Male","2166","Sergio Castellitto",0,37975,"The Star Maker","Drama",0,0,29,6.8,1.702639,113,1995-09-21,1
"6","Male","7399","Ben Stiller",0,2074,"Flirting with Disaster","Comedy",7e+06,14702438,66,6.3,5.579088,92,1996-03-22,1
"6","Male","18259","Jason James Richter",0,27793,"The Neverending Story III: Escape from Fantasia","Fantasy",1.7e+07,0,105,4.4,6.252377,95,1994-10-26,1
"5","Male","2876","Matt Dillon",0,73067,"Frankie Starlight","Drama",0,0,4,5.4,0.637554,101,1995-11-22,1
"1","Male","16560","David Caruso",0,11863,"Jade","Action",5e+07,9851610,45,5.1,11.418917,95,1995-10-13,1
"1","Male","7090","Kelsey Grammer",0,9101,"Down Periscope","Comedy",0,0,110,5.6,5.184977,92,1996-03-01,1
"4","Female","3830","Jean Seberg",0,123360,"From the Journals of Jean Seberg","Documentary",0,0,2,6.5,0.276401,97,1995-09-08,1
"6","Male","45382","Dirk Shafer",0,5757,"Man of the Year","Comedy",0,209935,2,3.8,0.540436,86,1995-09-15,1
"5","Male","93396","Jacob Tierney",0,39428,"The Neon Bible","Drama",0,0,5,7.2,0.370342,91,1995-08-23,1
"10","Male","4135","Robert Redford",0,9302,"Up Close & Personal","Drama",6e+07,0,51,5.9,3.402749,119,1996-03-01,1
"6","Male","2157","Robin Williams",0,11000,"The Birdcage","Comedy",3.1e+07,185260553,303,6.7,6.49968,117,1996-03-08,1
"1","Male","8349","Martin Sheen",0,249882,"Virgin Mary","Drama",0,0,2,7,0.918504,125,1995-10-12,1
"1","Female","86308","Shari Albert",0,16388,"The Brothers McMullen","Comedy",0,0,23,6.3,2.039196,98,1995-08-09,1
"47","Male","2888","Will Smith",0,9737,"Bad Boys","Action",1.9e+07,141407024,1729,6.5,9.262184,118,1995-04-07,1
"1","Male","32747","Stephen Lang",0,30765,"The Amazing Panda Adventure","Action",0,0,31,5,2.375865,81,1995-08-25,1
"9","Male","6193","Leonardo DiCaprio",0,10474,"The Basketball Diaries","Crime",0,0,472,7.2,7.415144,102,1995-04-21,1
"1","Male","4566","Alan Rickman",0,22279,"An Awfully Big Adventure","Comedy",4e+06,851545,11,6,0.922958,113,1995-07-21,1
"1","Female","17882","Isabelle Huppert",0,30157,"Amateur","Comedy",0,0,21,6.5,1.759012,105,1994-08-05,1
"19","Male","31","Tom Hanks",0,568,"Apollo 13","Drama",5.2e+07,355237933,1637,7.3,18.761467,140,1995-06-30,1
"9","Male","3896","Liam Neeson",0,11780,"Rob Roy","Adventure",2.8e+07,31596911,151,6.5,10.193549,139,1995-04-13,1
"1","Female","3127","Lili Taylor",0,34996,"The Addiction","Drama",0,0,46,6.4,3.137285,82,1995-01-10,1
"6","Male","5576","Val Kilmer",0,414,"Batman Forever","Action",1e+08,336529144,1529,5.2,13.321354,121,1995-06-16,1
"18","Female","50","Catherine Deneuve",0,649,"Belle de Jour","Drama",0,0,163,7.3,10.142662,101,1967-05-24,1
"4","Female","4687","Patricia Arquette",0,1873,"Beyond Rangoon","Drama",0,0,21,6.4,2.04189,100,1995-05-24,1
"22","Male","1037","Harvey Keitel",0,5894,"Blue in the Face","Comedy",2e+06,1275000,28,6.8,11.528147,83,1995-09-15,1
"2","Male","7180","John Candy",0,1775,"Canadian Bacon","Action",1.1e+07,178104,57,5.9,5.391556,91,1995-06-08,1
"14","Female","6886","Christina Ricci",0,8839,"Casper","Comedy",5e+07,287928194,1045,6,12.812539,100,1995-05-26,1
"4","Male","1037","Harvey Keitel",0,20649,"Clockers","Crime",2.5e+07,13071518,69,6.8,4.558992,128,1995-09-15,1
"7","Female","350","Laura Linney",0,10329,"Congo","Action",5e+07,152022101,214,5,7.260574,109,1995-06-09,1
"3","Male","5292","Denzel Washington",0,8963,"Crimson Tide","Action",5.3e+07,157387195,508,7,8.657365,116,1995-05-12,1
"2","Male","73033","Robert Crumb",0,26564,"Crumb","Documentary",0,3174695,71,7.6,3.620388,119,1994-09-10,1
"3","Male","3131","Antonio Banderas",0,8068,"Desperado","Action",7e+06,25405445,898,6.8,6.950458,104,1995-08-25,1
"1","Male","5292","Denzel Washington",0,8512,"Devil in a Blue Dress","Drama",2.7e+07,16140822,88,6.3,4.646132,102,1995-09-15,1
"8","Male","62","Bruce Willis",0,1572,"Die Hard: With a Vengeance","Action",9e+07,366101666,2094,6.9,15.138855,128,1995-05-19,1
"3","Female","16850","Rose McGowan",0,13552,"The Doom Generation","Action",0,0,57,5.6,7.120806,80,1995-10-27,1
"1","Male","738","Sean Connery",0,6520,"First Knight","Action",5.5e+07,127600435,319,5.9,15.178338,134,1995-07-07,1
"1","Male","18259","Jason James Richter",0,9073,"Free Willy 2 - The Adventure Home","Adventure",0,0,130,5.5,7.575098,95,1995-07-19,1
"16","Male","9012","Jonny Lee Miller",0,10428,"Hackers","Action",2e+07,7563728,406,6.2,14.810519,107,1995-09-14,1
"1","Male","6106","Steven Weber",0,17447,"Jeffrey","Comedy",0,0,19,6.5,3.196456,92,1995-08-18,1
"10","Male","6384","Keanu Reeves",0,9886,"Johnny Mnemonic","Action",2.5e+07,19075720,380,5.5,11.715868,97,1995-05-26,1
"1","Male","16483","Sylvester Stallone",0,9482,"Judge Dredd","Fiction",9e+07,113493481,643,5.4,8.184815,96,1995-06-30,1
"1","Male","64998","Pauly Shore",0,19326,"Jury Duty","Comedy",0,17014653,34,4,3.676921,88,1995-04-12,1
"1","Male","57387","Leo Fitzpatrick",0,9344,"Kids","Crime",1500000,7412216,280,6.8,4.877872,91,1995-07-28,1
"1","Male","884","Steve Buscemi",0,9071,"Living in Oblivion","Comedy",5e+05,1148752,64,7.2,10.058329,89,1995-01-20,1
"13","Male","2154","Scott Bakula",0,8973,"Lord of Illusions","Horror",0,0,87,5.9,4.102409,119,1995-08-25,1
"3","Male","13638","Thomas Gibson",0,15730,"Love & Human Remains","Comedy",0,0,7,7,0.354014,100,1993-05-20,1
"1","Male","5577","Chris ODonnell",0,47608,"Mad Love","Drama",0,15453274,27,5.5,2.624771,95,1995-05-26,1
"13","Male","11662","Jason Lee",0,2293,"Mallrats","Comedy",6e+06,2122561,400,6.8,8.25547,94,1995-10-20,1
"2","Female","56895","Amy Jo Johnson",0,9070,"Mighty Morphin Power Rangers: The Movie","Action",1.5e+07,6.6e+07,153,5.2,7.024227,92,1995-06-30,1
"5","Female","20","Elizabeth Perkins",0,68274,"Moonlight and Valentino","Comedy",0,0,10,5.6,1.01115,100,1995-09-29,1
"1","Female","17257","Elina Löwensohn",0,34574,"Nadja","Horror",0,0,12,5.9,7.720056,93,1994-09-13,1
"1","Female","18277","Sandra Bullock",0,1642,"The Net","Action",2.2e+07,110627965,359,5.6,13.304342,114,1995-07-28,1
"11","Male","3291","Hugh Grant",0,11472,"Nine Months","Comedy",0,69660733,171,5.5,8.482834,103,1995-07-12,1
"1","Female","7489","Parker Posey",0,36196,"Party Girl","Comedy",150000,472370,14,5.8,1.165039,94,1995-06-09,1
"9","Male","4690","Christopher Walken",0,11980,"The Prophecy","Fantasy",8,16,139,6.4,10.187623,98,1995-09-01,1
"1","Female","1231","Julianne Moore",0,32646,"Safe","Drama",0,0,62,7.2,8.180047,119,1995-06-23,1
"1","Female","3416","Demi Moore",0,10533,"The Scarlet Letter","Drama",5e+07,10382407,111,5.5,6.752119,135,1995-10-13,1
"10","Female","19189","Elizabeth Berkley",0,10802,"Showgirls","Drama",4.5e+07,20350754,261,4.9,17.502375,128,1995-09-22,1
"11","Male","1037","Harvey Keitel",0,10149,"Smoke","Comedy",7e+06,8349430,115,7.2,5.552946,112,1995-06-09,1
"2","Female","1204","Julia Roberts",0,18402,"Something to Talk About","Comedy",0,50892160,60,5.7,3.743212,106,1995-08-04,1
"5","Female","57395","Natasha Henstridge",0,9348,"Species","Action",3.5e+07,113374103,457,5.5,13.492845,108,1995-07-07,1
"1","Male","3087","Robert Duvall",0,139408,"The Stars Fell on Henrietta","Drama",0,0,6,6.6,0.913522,109,1995-09-15,1
"9","Male","5469","Ralph Fiennes",0,281,"Strange Days","Crime",4.2e+07,7959291,334,6.8,11.223055,145,1995-10-13,1
"8","Female","50","Catherine Deneuve",0,5967,"The Umbrellas of Cherbourg","Drama",0,0,119,7.6,8.133881,91,1964-02-19,1
"2","Female","589","Daryl Hannah",0,79593,"The Tie That Binds","Thriller",1.4e+07,5780000,9,4.6,1.820419,99,1995-09-08,1
"5","Male","723","Patrick Swayze",0,47939,"Three Wishes","Drama",0,7025496,18,6.1,11.002046,115,1995-10-27,1
"1","Male","6193","Leonardo DiCaprio",0,36834,"Total Eclipse","Drama",0,339889,112,6.5,4.546552,111,1995-11-02,1
"7","Male","723","Patrick Swayze",0,9090,"To Wong Foo, Thanks for Everything! Julie Newmar","Comedy",0,47774193,117,6.3,7.653446,105,1995-09-07,1
"21","Male","23880","Steven Seagal",0,3512,"Under Siege 2: Dark Territory","Action",6e+07,104324083,217,5.6,7.490247,100,1995-07-13,1
"2","Female","1533","Andie MacDowell",0,52856,"Unstrung Heroes","Comedy",0,0,9,6.4,2.881689,93,1995-09-15,1
"1","Female","3664","Sandra Bernhard",0,77350,"Unzipped","Documentary",0,0,6,6,0.786023,73,1995-08-11,1
"1","Male","6384","Keanu Reeves",0,9560,"A Walk in the Clouds","Drama",2e+07,50012507,168,6.5,9.715639,103,1995-08-11,1
"1","Male","1269","Kevin Costner",0,9804,"Waterworld","Action",1.75e+08,264218220,1017,5.9,16.885184,135,1995-07-28,1
"1","Male","8891","John Travolta",0,31611,"White Man's Burden","Drama",8e+06,0,25,5.1,1.834099,89,1995-12-01,1
"2","Male","1229","Jeff Bridges",0,65796,"Wild Bill","Action",3e+07,0,27,5.9,8.922139,98,1995-12-01,1
"6","Male","11511","Daniel Stern",0,26258,"Bushwhacked","Action",0,0,29,4.9,3.287036,90,1995-08-04,1
"3","Male","82796","Nikita Mikhalkov",0,50797,"Burnt by the Sun","Drama",2800000,2616503,35,6.7,2.486073,135,1994-05-01,1
"1","Female","1641","Katrin Cartlidge",0,19155,"Before the Rain","Drama",0,763847,45,7.7,3.525649,113,1994-06-09,1
"4","Male","569","Ethan Hawke",0,76,"Before Sunrise","Drama",2500000,5535405,984,7.7,11.304979,105,1995-01-27,1
"1","Male","19292","Adam Sandler",0,11017,"Billy Madison","Comedy",1e+07,26488734,464,6.2,6.638116,89,1995-02-10,1
"1","Female","2395","Whoopi Goldberg",0,9382,"Boys on the Side","Comedy",2.1e+07,23450000,48,6.3,3.030309,115,1995-02-03,1
"1","Male","51214","Brad Renfro",0,6715,"The Cure","Drama",0,0,58,7.2,2.686342,97,1995-04-21,1
"6","Male","27993","Jeffrey Combs",0,18256,"Castle Freak","Drama",0,0,40,5.8,2.26977,95,1995-08-04,1
"1","Male","5577","Chris ODonnell",0,22625,"Circle of Friends","Drama",0,0,30,6.5,2.605521,103,1995-03-16,1
"7","Male","23629","Brian OHalloran",0,2292,"Clerks","Comedy",27000,3151130,769,7.4,10.513367,92,1994-09-13,1
"1","Male","85","Johnny Depp",0,1909,"Don Juan DeMarco","Comedy",2.5e+07,22200000,184,6.3,7.438934,97,1994-10-01,1
"1","Male","3392","Michael Douglas",0,8984,"Disclosure","Crime",5.5e+07,214015089,217,5.9,11.812244,123,1994-12-09,1
"3","Female","14326","Patsy Kensit",0,61813,"Dream Man","Thriller",0,0,1,2.5,0.155859,0,1995-01-01,1
"12","Male","10814","Wesley Snipes",0,4954,"Drop Zone","Action",4.5e+07,0,91,5.1,9.579155,101,1994-12-08,1
"2","Male","32597","Dylan McDermott",0,62488,"Destiny Turns on the Radio","Comedy",0,0,9,5.3,0.710671,0,1995-04-28,1
"1","Female","10205","Sigourney Weaver",0,10531,"Death and the Maiden","Drama",0,0,92,7.1,5.484156,103,1994-05-04,1
"9","Female","8534","Kathy Bates",0,11929,"Dolores Claiborne","Crime",0,0,183,7.1,5.8025,132,1995-03-24,1
"1","Male","206","Jim Carrey",0,8467,"Dumb and Dumber","Comedy",1.6e+07,247275374,1894,6.5,9.844558,107,1994-12-16,1
"9","Male","21089","Bruce Greenwood",0,20156,"Exotica","Drama",0,0,64,6.5,5.378467,103,1994-09-24,1
"2","Female","65002","Dana Delany",0,18395,"Exit to Eden","Comedy",0,6841570,28,4.3,4.322726,113,1994-10-14,1
"5","Male","85","Johnny Depp",0,522,"Ed Wood","Comedy",1.8e+07,5887457,639,7.3,11.720358,127,1994-09-27,1
"1","Female","5344","Meg Ryan",0,397,"French Kiss","Comedy",0,0,179,6.2,9.146544,111,1995-05-05,1
"1","Male","7904","Billy Crystal",0,10525,"Forget Paris","Comedy",0,0,38,6.1,16.236745,101,1995-05-19,1
"2","Female","13920","Mimi Rogers",0,27985,"Far from Home: The Adventures of Yellow Dog","Action",0,0,27,5.6,2.657337,87,1995-01-13,1
"2","Male","84213","Bill Farmer",0,15789,"A Goofy Movie","Adventure",0,35348597,404,6.7,10.177977,78,1995-04-07,1
"1","Male","4785","Jeff Goldblum",0,27303,"Hideaway","Drama",1.5e+07,12201255,24,5,8.182165,103,1995-03-03,1
"1","Male","2231","Samuel L. Jackson",0,21183,"Fluke","Drama",0,0,48,6.6,4.953936,96,1995-06-02,1
"2","Male","86812","Ted Manson",0,47867,"Gordy","Drama",0,3992809,4,3,0.398924,90,1995-05-12,1
